0,5.72499842663433e-13
0.04,-0.312845760954779
0.08,-0.602527533203626
0.12,-0.876654345155143
0.16,-1.14347284904844
0.2,-1.41159612037395
0.24,-1.68966954817725
0.28,-1.9860021289273
0.32,-2.30821087170575
0.36,-2.66294584975947
0.4,-3.05577999642087
0.44,-3.49135656811932
0.48,-3.97388160452585
0.52,-4.5080121843219
0.56,-5.10007886512374
0.6,-5.72513865944782
0.64,-5.61968562848169
0.68,-5.57322112606294
0.72,-5.62294557286682
0.76,-5.7656179125591
0.8,-5.99275204351683
0.84,-6.29278466474047
0.88,-6.65297784311682
0.92,-7.0604834383388
0.96,-7.50275560047446
1,-7.9676497693316
1.04,-8.44342537821579
1.08,-8.91874964264685
1.12,-9.38273665162795
1.16,-9.82502816789652
1.2,-10.2359091905536
1.24,-10.6064437630398
1.28,-10.9286128449682
1.32,-11.1954361908258
1.36,-11.4010635005646
1.4,-11.5408260690775
1.44,-11.6112440528251
1.48,-11.6099955951935
1.52,-11.5358460881223
1.56,-11.3885563308461
1.6,-11.1687690882312
1.64,-10.8778881512452
1.68,-10.5179554720728
1.72,-10.0915324368961
1.76,-9.60158942129525
1.8,-9.0514062421366
1.84,-8.44448482983452
1.88,-7.78447443937742
1.92,-7.07510899318353
1.96,-6.32015567158432
2,-5.50766278534984
2.04,-4.37834987939691
2.08,-3.21775891844342
2.12,-2.04428865069352
2.16,-0.86058500581014
2.2,0.330759090697323
2.24,1.5272143065175
2.28,2.72632543084809
2.32,3.92572198406463
2.36,5.12312891105463
2.4,6.31637718240724
2.44,7.50341394133787
2.48,8.68231164843696
2.52,9.85127550688046
2.56,11.0086483181397
2.6,12.1529118464299
2.64,13.282683783643
2.68,14.3967095260922
2.72,15.4938482118128
2.76,16.5730528197843
2.8,17.6333445795161
2.84,18.6737824413258
2.88,19.693428859412
2.92,20.6913135792087
2.96,21.6663974390222
3,22.6012196354564
3.04,23.0050644934342
3.08,23.3908573058198
3.12,23.7704759901259
3.16,24.1393103416706
3.2,24.4926697736231
3.24,24.8258716130477
3.28,25.1343248492957
3.32,25.4136062338823
3.36,25.6595264061587
3.4,25.8681844743268
3.44,26.0360101653304
3.48,26.1597932438012
3.52,26.3354428499297
3.56,26.5523665697449
3.6,26.7078202230379
3.64,26.8009906277533
3.68,26.8313863901334
3.72,26.7988465438579
3.76,26.7035433974505
3.8,26.5459794865613
3.84,26.3269787418354
3.88,26.0476721898359
3.92,25.7094786905223
3.96,25.3140813695624
4,24.8634005207853
4.04,24.3595638314927
4.08,23.8048748235467
4.12,23.2017804118788
4.16,22.5528384666783
4.2,21.8606862331734
4.24,21.1280104187282
4.28,20.3575197027185
4.32,19.551920358299
4.36,18.7138955915606
4.4,17.846089096105
4.44,16.9510931843365
4.48,16.031441689316
4.52,15.089607637576
4.56,14.128005485527
4.6,13.1489975076081
4.64,12.1549037437323
4.68,11.1480147764279
4.72,10.2219944879128
4.76,9.39137349336866
4.8,8.57145715936085
4.84,7.76484761162978
4.88,6.97408985379991
4.92,6.2017019177228
4.96,5.45020552681355
5,4.72215591033184
5.04,4.02016958582351
5.08,3.34694912058476
5.12,2.70530406472355
5.16,2.0981673986201
5.2,1.52860694393309
5.24,0.999831244558775
5.28,0.515189432467307
5.32,0.0781645587335319
5.36,-0.307640198352528
5.4,-0.638523125675959
5.44,-0.910714140469687
5.48,-1.1204143817369
5.52,-1.26384612730409
5.56,-1.33731392204643
5.6,-1.33727770260146
5.64,-1.26043849004551
5.68,-1.10383686924025
5.72,-1.05339254808169
5.76,-1.11717851987675
5.8,-1.10878386571867
5.84,-1.02766700159166
5.88,-0.874206232527239
5.92,-0.649829453663567
5.96,-0.357135629650217
6,-1.1063877514939e-10
